label,cadi,arxiv,paper,lumi,category,process,com,finalstate,xs,tot_down,tot_up,stat_down,stat_up,syst_down,syst_up,xs_theory,theory_down,theory_up
tt2bjet13,TOP-20-003,2012.09225,PLB 820 (2021) 136565,35.9,TOP,$\mathrm{t\bar{t}}\:$2b,13,,4.09e+06,646607,646607,340000,340000,550000,550000,3.39e+06,660000,660000
t,TOP-11-021,1209.4533,JHEP 12 (2012) 035,1.6,TOP,t$_{t-ch}$,7,,6.72e+07,6.1e+06,6.1e+06,3.7e+06,3.7e+06,4.84768e+06,4.84768e+06,6.59e+07,1.9e+06,2.4e+06
t8,TOP-12-038,1403.7366,JHEP 06 (2014) 090,5,TOP,t$_{t-ch}$,8,,8.36e+07,7.74919e+06,7.74919e+06,2.3e+06,2.3e+06,7.4e+06,7.4e+06,8.72e+07,2.41661e+06,3.44093e+06
t13,TOP-16-003,1610.00678,PLB 72 (2017) 752,2.3,TOP,t$_{t-ch}$,13,,2.32e+08,3.20156e+07,3.20344e+07,1.3e+07,1.3e+07,2.92575e+07,2.9278e+07,2.17e+08,7.7201e+06,9.05539e+06
tW,TOP-11-022,1209.3489,PRL 110 (2013) 022003,4.9,TOP,tW,7,,1.6e+07,4e+06,5e+06,4e+06,5e+06,0,0,1.56e+07,1.26491e+06,1.07703e+06
tW8,TOP-12-040,1401.2942,PRL 112 (2014) 231802,19.7,TOP,tW,8,,2.34e+07,5.4e+06,5.4e+06,5.4e+06,5.4e+06,0,0,2.22e+07,1.5e+06,1.5e+06
tW13,TOP-17-018,1805.07399,JHEP 10 (2018) 117,35.9,TOP,tW,13,,6.31e+07,6.97209e+06,6.97209e+06,1.8e+06,1.8e+06,6.73573e+06,6.73573e+06,7.17e+07,3.84708e+06,3.84708e+06
tW136,TOP-23-008,https://cds.cern.ch/record/2893766,,34.7,TOP,tW,13.6,,8.41e+07,1.09243e+07,1.05518e+07,2.1e+06,2.1e+06,1.07205e+07,1.03407e+07,8.79e+07,3.06105e+06,3.1241e+06
tschan8,TOP-13-009,1603.02555,JHEP 09 (2016) 027,19.7,TOP,t$_{s-ch}$,8,,1.34e+07,5.16188e+06,5.16188e+06,3.65e+06,3.65e+06,3.65e+06,3.65e+06,5.55e+06,224722,224722
ttg8,TOP-14-008,1706.08128,JHEP 10 (2017) 006,19.7,TOP,$\mathrm{t\bar{t}}\gamma$,8,,127000,27000,27000,27000,27000,0,0,140896,18344.5,18344.5
ttg13,TOP-21-004,2201.07301,JHEP 05 (2022) 091,138,TOP,$\mathrm{t\bar{t}}\gamma$,13,,175200,6777.91,6777.91,2500,2500,6300,6300,155000,27000,27000
tZq8,TOP-12-039,1702.01404,JHEP 07 (2017) 003,19.7,TOP,tZq,8,,10000,7000,8000,7000,8000,0,0,8200,820,820
tZq13,TOP-20-010,2111.02860,JHEP 02 (2022) 107,138,TOP,tZq,13,,87900,9449.34,10466.1,7300,7500,6000,7300,94200,3080.58,3140.06
ttZ,TOP-12-014,1303.3239,PRL 110 (2013) 172002,5,TOP,$\mathrm{t\bar{t}Z}$,7,,280000,114018,152315,110000,140000,30000,60000,137000,16000,12000
ttZ8,TOP-14-021,1510.01131,JHEP 01 (2016) 096,19.8,TOP,$\mathrm{t\bar{t}Z}$,8,,242000,55000,65000,55000,65000,0,0,206000,24000,19000
ttZ13,TOP-18-009,1907.11270,JHEP 03 (2020) 056,77.5,TOP,$\mathrm{t\bar{t}Z}$,13,,950000,78102.5,78102.5,50000,50000,60000,60000,860000,85440,76157.7
tg13,TOP-17-016,1808.02913,PRL 121 221802 (2018),35.9,TOP,t$\gamma$,13,,115000,34481.9,34481.9,17000,17000,30000,30000,81000,4000,4000
ttW8,TOP-14-021,1510.01131,JHEP 01 (2016) 096,19.5,TOP,$\mathrm{t\bar{t}W}$,8,,382000,102000,117000,102000,117000,0,0,203000,23000,21000
ttW13,TOP-21-011,2208.06485,JHEP 07 (2023) 219,138,TOP,$\mathrm{t\bar{t}W}$,13,,868000,64815.1,64815.1,40000,40000,51000,51000,592000,96747.1,155464
tWZ13,TOP-22-008,2312.11668,PLB 855 (2024) 138815,138,TOP,tWZ,13,,354000,111414,111893,53000,54000,98000,98000,136000,8000,9000
tttt13,TOP-21-005,2305.13439,PLB 847 (2023) 138290,138,TOP,$\mathrm{t\bar{t}t\bar{t}}$,13,,17700,3982.46,4356.6,3500,3700,1900,2300,13400,1800,1000
ggH,HIG-14-009,1412.8662,EPJC 75 (2015) 212,5.1,HIG,ggH,7,,1.55839e+07,4.9929e+06,5.5981e+06,4.9929e+06,5.5981e+06,0,0,1.513e+07,1.59622e+06,1.57352e+06
ggH8,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,ggH,8,,1.52233e+07,3.2759e+06,3.6613e+06,3.2759e+06,3.6613e+06,0,0,1.927e+07,2.00601e+06,2.00408e+06
ggH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),139,HIG,ggH,13,,4.76e+07,2.84253e+06,2.84253e+06,1.8e+06,1.8e+06,2.2e+06,2.2e+06,4.8796e+07,2.46166e+06,2.46166e+06
VBFH,HIG-14-009,1412.8662,EPJC 75 (2015) 212,5.1,HIG,VBF qqH,7,,2.16294e+06,1.0998e+06,1.20978e+06,1.0998e+06,1.20978e+06,0,0,1.222e+06,37573.5,37557.6
VBFH8,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,VBF qqH,8,,1.60956e+06,568080,615420,568080,615420,0,0,1.578e+06,48554.2,48579.8
VBFH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,VBF qqH,13,,2.94e+06,452217,452217,370000,370000,260000,260000,3.771e+06,80162.8,80834.1
VH8,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,VH,8,,1.0751e+06,436761,459159,436761,459159,0,0,1.1199e+06,34214.4,34214.4
WH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,WH,13,,1.95e+06,350000,350000,280000,280000,210000,210000,1.359e+06,27517.7,26700.1
ZH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,ZH,13,,1.12e+06,205913,205913,180000,180000,100000,100000,877000,29818,36159.6
ttH8,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,$\mathrm{t\bar{t}H}$,8,,422811,134472,155160,134472,155160,0,0,129300,10790,7760.17
ttH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,$\mathrm{t\bar{t}H}$,13,,467000,90210.9,90210.9,73000,73000,53000,53000,503000,49692.7,34765.3
tH13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,tH,13,,540000,230217,230217,190000,190000,130000,130000,92000,13000,6961.06
HHComb13,HIG-22-001,https://doi.org/10.1038/s41586-022-04892-x,Nature 607 60 (2022),138,HIG,HH,13,,114002,0,0,0,0,0,0,33530,2447.92,2821.51
H0jet13,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$ = $0j,13,,4.7e+07,6.4e+06,6.2e+06,6.4e+06,6.2e+06,0,0,3.571e+07,2.30544e+06,2.30544e+06
H1jet13,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$j,13,,1.1e+07,3.4e+06,3.7e+06,3.4e+06,3.7e+06,0,0,1.403e+07,1.08817e+06,1.08817e+06
H2jet13,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$2j,13,,3.5e+06,1.7e+06,1.9e+06,1.7e+06,1.9e+06,0,0,4.153e+06,421114,421114
H3jet13,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$3j,13,,1.8e+06,1.5e+06,1.7e+06,1.5e+06,1.7e+06,0,0,1.098e+06,146144,146144
H4jet13,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$ \! \geq \!$4j,13,,1.2e+06,880000,830000,880000,830000,0,0,635700,71007.7,71007.7
