label,cadi,arxiv,paper,lumi,category,process,com,finalstate,xs,tot_down,tot_up,stat_down,stat_up,syst_down,syst_up,xs_theory,theory_down,theory_up
140,TOP-11-022,1209.3489,PRL 110 (2013) 022003,4.9,TOP,tW,7,,16000.0,4000.0,5000.0,4000.0,5000.0,0.0,0.0,15600.0,1264.91,1077.03
141,TOP-12-040,1401.2942,PRL 112 (2014) 231802,19.7,TOP,tW,8,,23400.0,5400.0,5400.0,5400.0,5400.0,0.0,0.0,22200.0,1500.0,1500.0
142,TOP-17-018,1805.07399,JHEP 10 (2018) 117,35.9,TOP,tW,13,,63100.0,6972.09,6972.09,1800.0,1800.0,6735.73,6735.73,71700.0,3847.08,3847.08
143,TOP-13-009,1603.02555,JHEP 09 (2016) 027,19.7,TOP,t$_{s-ch}$,8,,13400.0,5161.88,5161.88,3650.0,3650.0,3650.0,3650.0,5550.0,224.722,224.722
144,TOP-14-008,1706.08128,JHEP 10 (2017) 006,19.7,TOP,$\mathrm{t\bar{t}}\gamma$,8,,3517.41,737.632,737.632,737.632,737.632,0.0,0.0,4043.31,526.436,526.436
145,TOP-21-004,2201.07301,JHEP 05 (2022) 091,138.0,TOP,$\mathrm{t\bar{t}}\gamma$,13,,15020.6,581.096,581.096,214.335,214.335,540.123,540.123,13288.8,2314.81,2314.81
146,TOP-12-039,1702.01404,JHEP 07 (2017) 003,19.7,TOP,tZq,8,,289.487,202.641,231.589,202.641,231.589,0.0,0.0,236.0,11.7047,15.5563
147,TOP-20-010,2111.02860,JHEP 02 (2022) 107,138.0,TOP,tZq,13,,870.469,93.5763,103.646,72.2915,74.2721,59.4177,72.2915,932.858,30.5069,31.0959
148,TOP-12-014,1303.3239,PRL 110 (2013) 172002,5.0,TOP,$\mathrm{t\bar{t}Z}$,7,,280.0,114.018,152.315,110.0,140.0,30.0,60.0,137.0,16.0,12.0
149,TOP-14-021,1510.01131,JHEP 01 (2016) 096,19.8,TOP,$\mathrm{t\bar{t}Z}$,8,,242.0,55.0,65.0,55.0,65.0,0.0,0.0,206.0,24.0,19.0
150,TOP-18-009,1907.11270,JHEP 03 (2020) 056,77.5,TOP,$\mathrm{t\bar{t}Z}$,13,,950.0,78.1025,78.1025,50.0,50.0,60.0,60.0,860.0,85.44,76.1577
151,TOP-17-016,1808.02913,PRL 121 221802 (2018),35.9,TOP,t$\gamma$,13,,1064.81,319.277,319.277,157.407,157.407,277.778,277.778,750.0,37.037,37.037
152,TOP-14-021,1510.01131,JHEP 01 (2016) 096,19.5,TOP,$\mathrm{t\bar{t}W}$,8,,382.0,102.0,117.0,102.0,117.0,0.0,0.0,203.0,23.0,21.0
153,TOP-21-011,2208.06485,JHEP 07 (2023) 219,138.0,TOP,$\mathrm{t\bar{t}W}$,13,,868.0,64.8151,64.8151,40.0,40.0,51.0,51.0,592.0,96.7471,155.464
154,TOP-22-008,2312.11668,Submitted to PLB,138.0,TOP,tWZ,13,,354.0,111.414,111.893,53.0,54.0,98.0,98.0,136.0,8.0,9.0
155,TOP-21-005,2305.13439,PLB 847 (2023) 138290,138.0,TOP,$\mathrm{t\bar{t}t\bar{t}}$,13,,17.7,3.98246,4.3566,3.5,3.7,1.9,2.3,13.4,1.8,1.0
156,HIG-14-009,1412.8662,EPJC 75 (2015) 212,5.1,HIG,ggH,7,,15583.9,4992.9,5598.1,4992.9,5598.1,0.0,0.0,15130.0,1596.22,1573.52
157,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,ggH,8,,15223.3,3275.9,3661.3,3275.9,3661.3,0.0,0.0,19270.0,2006.01,2004.08
158,HIG-22-001,2207.00043,Nature 607 60-68 (2022),139.0,HIG,ggH,13,,47365.5,2650.62,2936.18,1748.88,1846.04,1991.78,2283.26,48580.0,3753.89,2929.74
159,HIG-14-009,1412.8662,EPJC 75 (2015) 212,5.1,HIG,VBF qqH,7,,2162.94,1099.8,1209.78,1099.8,1209.78,0.0,0.0,1222.0,37.5735,37.5576
160,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,VBF qqH,8,,1609.56,568.08,615.42,568.08,615.42,0.0,0.0,1578.0,48.5542,48.5798
161,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,VBF qqH,13,,2957.29,443.685,458.522,366.825,374.388,249.592,264.719,3781.7,114.573,115.046
162,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,VH,8,,1075.1,436.761,459.159,436.761,459.159,0.0,0.0,1119.9,34.2144,34.2144
163,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,WH,13,,1966.14,340.066,358.902,281.465,286.957,190.847,215.561,1373.0,27.8011,26.9752
164,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,ZH,13,,1137.32,202.483,210.361,177.624,181.158,97.207,106.928,883.7,33.4548,36.4359
165,HIG-14-009,1412.8662,EPJC 75 (2015) 212,19.5,HIG,$\mathrm{t\bar{t}H}$,8,,422.811,134.472,155.16,134.472,155.16,0.0,0.0,129.3,10.79,7.76017
166,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,$\mathrm{t\bar{t}H}$,13,,470.082,89.7796,91.7907,73.0224,74.0366,52.2313,54.2597,507.1,50.0978,34.6168
167,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,tH,13,,528.14,212.925,230.448,178.732,185.086,115.724,137.293,89.5,2.2375,2.2375
168,HIG-22-001,2207.00043,Nature 607 60-68 (2022),138.0,HIG,HH,13,,114.002,114.002,0.0,114.002,0.0,0.0,0.0,33.53,2.44792,2.82151
169,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$ = $0j,13,,47.0,6.4,6.2,6.4,6.2,0.0,0.0,35.71,2.30544,2.30544
170,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$j,13,,11.0,3.4,3.7,3.4,3.7,0.0,0.0,14.03,1.08817,1.08817
171,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$2j,13,,3.5,1.7,1.9,1.7,1.9,0.0,0.0,4.153,0.421114,0.421114
172,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$\:$3j,13,,1.8,1.5,1.7,1.5,1.7,0.0,0.0,1.098,0.146144,0.146144
173,HIG-17-028,1812.06504,PLB 792 (2019) 369,35.9,HIG,H$ \! \geq \!$4j,13,,1.2,0.88,0.83,0.88,0.83,0.0,0.0,0.6357,0.0710077,0.0710077
